Name,Rating,Time,Review Text
"Hiro 27","1 bintang","2 tahun lalu","Jasa kirim barang ato jasa tahan barang ini so 3 hari barang nda jelas...pe susah mo hubungi,payah!"
"Christio Mamotsss","1 bintang","2 tahun lalu","Kurirnya malas antar paketttttt"
"Charles Indrianto","1 bintang","2 tahun lalu","Paket le so di Manado mar mo simpang dulu sampe rusak baru mo antar"
"Rando Wazeng","1 bintang","setahun lalu","kurir panipu nomor aktif bilang nyanda aktif kwkwkwkwkwk"
"Jeniver Senduk","1 bintang","setahun lalu","percuma bayar ongkir!! paket suru dtg ambe di kantor"
"J A Y","1 bintang","9 bulan lalu","Pelayan tidak ramah, Dan sangat buruk"
"Ricko Wenur","1 bintang","2 tahun lalu","Kurir J&T express malalayang malas membawah paket"
"Renaldi Putra","1 bintang","2 tahun lalu","Yang ba antar dpa lia masa bodoh smpe"" sllu mo ambe di kantor"
"Maria M. Siwu","5 bintang","2 tahun lalu","Barang pesanan sudah sampai,trims j&t"
"Chaty Mononimbar","5 bintang","2 tahun lalu","Kurir so baku biasa, so krg ja wa"
"Cliff Walanda","2 bintang","setahun lalu","Kurir malas antar paket !!"
"In Frame","1 bintang","setahun lalu","TOLONG GANTI SAJA SELURUH KARYAWAN J&T MALALAYANG PELAYANAN BURUK TIDAK BECUS SEMUA"
"Febriano Rorie","1 bintang","2 tahun lalu","paket tidak di antar pas mo ambe nimbole"
"Graffland Lumansik","1 bintang","2 tahun lalu","Balas wa malas, angka telp malas, barang lama antar"
"qwerty tzy","1 bintang","setahun lalu","pamalas, paket so konfirmasi mr nd antar'"
"Albert Pangkong","1 bintang","2 tahun lalu","Lama banget paketnya datenggg kontollll"
"Fadel","5 bintang","3 bulan lalu","Sangat bagus👍 …"
"Gavin Junior","1 bintang","2 tahun lalu","Nga ad via TLP barang langsung di retur,"
"Faleria Tendean","1 bintang","10 bulan lalu","Paket lama di antar"
"JERI MUCHADI","1 bintang","setahun lalu","Barang nya lama di antarkan"
"Christian Tri Putro Sojow","1 bintang","2 tahun lalu","FRONTLINER YANG MELAYANI DI DEPAN, SANGATLAH TIDAK MEMBERIKAN SOLUSI."
"Immoza","1 bintang","2 tahun lalu","Info nomer jnt nya woyyy"
"Arfandi Usman Official","5 bintang","4 bulan lalu","Keren"
"Nevy Fatma","1 bintang","2 tahun lalu","barang lama skaliii di antar"
"Boy Somba","1 bintang","setahun lalu","Barang tidak di antar , malas"
"Jeheskiel Victor Liwe","1 bintang","setahun lalu","Pe bisae, ja chat"" Nd ja balas"
"Jhetly Karawisan","5 bintang","setahun lalu","Terbaik"
"anggreini ludong","1 bintang","setahun lalu","paket aku ga di bawa"""
"Juan Muaya","1 bintang","setahun lalu","Dari komen2 qt setuju, asli ✌🏻 …"
"maz jay","4 bintang","setahun lalu","Ramai Mudah Nyaman Aman"
"Misael Ginesaret","1 bintang","setahun lalu","Nd ontak pelayanan buruk"
"Royke Saud","1 bintang","setahun lalu","Pelayanan buruk"
"Mega Aprilia","2 bintang","setahun lalu","Admin KURANG RAMAH , KURANG TELITI ‼️"
"Teddy B Soputan","4 bintang","8 bulan lalu","Baik"
"Finalisio Kawengian","1 bintang","setahun lalu","Pelayanan buruk Kuriri pemalas"
"noel tatumpe20","1 bintang","setahun lalu","pelayanan yang sangat sangat kurang"
"Anisa Mangati","2 bintang","2 tahun lalu","Kurir. Jacky evertdson tamb"
"giant PATI","4 bintang","2 tahun lalu","Bagus Cepat Ramai"
"Frangki Mamantiwalo","1 bintang","setahun lalu","Mengecewakan"
"Jordy Jourdan","1 bintang","setahun lalu","Pergerakan lambat"
"Halim Saputra","5 bintang","setahun lalu","Pelayanan bagus"
"Irwan Johanes Mamoto","1 bintang","2 tahun lalu","👎 …"
"Mega Tingkue","1 bintang","2 tahun lalu","BURUK!!"
"BYSTYLE. MDC","1 bintang","2 tahun lalu","pelayanan lambat dan tidak ramah"
"Livi rumagit","1 bintang","2 tahun lalu","tidak bagus merespon customer"
"samuel mursito","1 bintang","setahun lalu","Pelayanan buruk"
"Septhiano Tiwa","1 bintang","setahun lalu","brattttt🤣 …"
"Michelle Margaretha (Nyx)","1 bintang","2 tahun lalu","Malas antar paket"
"Cornelis Datu","1 bintang","2 tahun lalu","Kecewa"
"Rhaymond Rhay","5 bintang","2 tahun lalu","Mantap👍 …"
"amnan alimula","1 bintang","2 tahun lalu","kurir lambat"
"Jae Ian","4 bintang","2 tahun lalu","Cepat tepat"
"Stefie Rorong","5 bintang","setahun lalu","Ok"
"Sherly Magdalena Yabungemo","4 bintang","setahun lalu","Terima kasih"
"Angelina Rasbi","1 bintang","setahun lalu","Kurir malas"
"Titin Marlita","5 bintang","setahun lalu","Good"
"Anter Manoppo","5 bintang","setahun lalu","Baik"
"Azrael aileen","5 bintang","2 tahun lalu","Mantap"
"John Kretschmann","1 bintang","2 tahun lalu","Disappointed"
"coan Sege","1 bintang","2 tahun lalu","buruk"
"Reynaldi Ampow","1 bintang","2 tahun lalu","Kurir malas"
"kitty cantik","1 bintang","3 hari lalu","Chat pagi ba info kalo ada paket yang mo antar serta so respon sampe ini balas king tiba-tiba cek kamari pengiriman gagal. So 3x dg ini model bagini."
"Felia Kundiman","1 bintang","seminggu lalu","Ongkir mahal skli biasa 10k ini 20k dari manado - minut masa sama hrga deng ongkir kepulauan so nda btul cmn jnt dsni yg laeng dpe hrga"
"Jealdyce","1 bintang","seminggu lalu","Admin tidak ramah"
"Putri Gracio","1 bintang","seminggu lalu","Kurir retur barang tanpa sepengatahuan!"
"FrosTFox","1 bintang","seminggu lalu","PELAYANAN BURUK ADMIN CUKIMAI NDA SOPAN KURIR PAMALAS BA RESPON TUTUP JO NGONI PE EKPEDISI LASO"
"XXX B4U","1 bintang","setahun lalu","Daripada membayar Pessi yang mahal ini 😅 berapa banyak yang bisa kamu bayarkan untuk kurir dan gaji? Supaya kamu rajin dan disiplin memanggang seperti Dodo 👍💪 …"
"Rivaldo Bombay","1 bintang","setahun lalu","Kalau kamu malas bekerja, ya sudah, kamu belum bekerja, jangan khawatir karena kamu malas dan kamu tutup di luar jam yang tertera. Seharusnya tutup jam 5, tapi sekarang sudah jam 4 lewat 4 dan kamu sudah tutup, kamu malas, admin. Kamu belum membukanya sekali pun."
"Fajri Rizqi","1 bintang","2 tahun lalu","Paketnya sudah sampai 3 hari yang lalu dan sudah dikirim ke gudang pusat sortir. Seperti ini"
"Febrian Maili","5 bintang","2 tahun lalu","Kurir om ridel paling span, Laju sama deng kilat njay mntp"
"Haswan Ali","1 bintang","seminggu lalu",""
"Rhichy Mahadur","5 bintang","seminggu lalu",""
"Holy","5 bintang","3 minggu lalu",""
"Richard Daniel","1 bintang","sebulan lalu",""
"Alfan Mokoginta","5 bintang","sebulan lalu",""
"chris kaletuang","1 bintang","2 bulan lalu",""
"Ekklesia Firsi Dondokambey","1 bintang","2 bulan lalu",""
"Erick Novrianto","5 bintang","4 bulan lalu",""
"Wa Umi","5 bintang","4 bulan lalu",""
"Irfan SHT","5 bintang","5 bulan lalu",""
"Angel Pelle","5 bintang","5 bulan lalu",""
"Alfinus Malintoi","4 bintang","6 bulan lalu",""
"Gabriel Tumewu","1 bintang","7 bulan lalu",""
"Glorio Tan","1 bintang","7 bulan lalu",""
"Joula Rumimper","1 bintang","7 bulan lalu",""
"Hey it's me.","5 bintang","7 bulan lalu",""
"Denny kumajas","5 bintang","8 bulan lalu",""
"Yudhi Moningka","1 bintang","8 bulan lalu",""
"Lombardo Pericles jr","5 bintang","9 bulan lalu",""
"Rheiner Varel","5 bintang","10 bulan lalu",""
"radja kumolontang","1 bintang","setahun lalu",""
"Fajar Fauzan","1 bintang","setahun lalu",""
"Suci Ramadhania","1 bintang","setahun lalu",""
"Crystalia Jonathan","5 bintang","setahun lalu",""
"Henly Angel","5 bintang","setahun lalu",""
"Meymelda Laduri","5 bintang","setahun lalu",""
"Birkal Farm Gowa","5 bintang","setahun lalu",""
"Gavriel Janis","5 bintang","setahun lalu",""
"Delfia S","1 bintang","setahun lalu",""
"Ailee Latisha GL Mawitjere","5 bintang","setahun lalu",""
"Lois Chatsya","5 bintang","setahun lalu",""
"Firmansyah Usman","5 bintang","setahun lalu",""
"Eklesia Warangkiran","1 bintang","setahun lalu",""
"Joaar Tooy","2 bintang","setahun lalu",""
"Mikhael Elvonda25","1 bintang","setahun lalu",""
"Jennifer Lomboan","1 bintang","setahun lalu",""
"Yefta Asyel","4 bintang","setahun lalu",""
"Vic Man","5 bintang","setahun lalu",""
"Sabrina Ponamon","1 bintang","setahun lalu",""
"Hiskia David","1 bintang","2 tahun lalu",""
"Akmaall latief","1 bintang","2 tahun lalu",""
"epivania epivania","1 bintang","2 tahun lalu",""
"Jesica Punuh","1 bintang","2 tahun lalu",""
"I Gede adi Widiasa","1 bintang","2 tahun lalu",""
"Angel Angela","5 bintang","2 tahun lalu",""
"Randalz","1 bintang","2 tahun lalu",""
"straussy polii","1 bintang","2 tahun lalu",""
"widiyanthi sangkong","1 bintang","2 tahun lalu",""
"Putri Bulan","5 bintang","2 tahun lalu",""
"Eifel mikly Iroth","5 bintang","2 tahun lalu",""
"MEGANTIKA JEANNETH ROTINSULU","1 bintang","2 tahun lalu",""
"Qiyla K. B. Tuwo","5 bintang","2 tahun lalu",""
"Claudia","1 bintang","2 tahun lalu",""
"Alfa Padang","1 bintang","2 tahun lalu",""
"Debora Kawengian","1 bintang","2 tahun lalu",""
"Dea Ngato","5 bintang","2 tahun lalu",""
"Angel S","1 bintang","2 tahun lalu",""
"R15_145_ Chintya Lavenia","1 bintang","2 tahun lalu",""
