Name,Rating,Time,Review Text
"LES KILAT (TUTOR)","1 bintang","3 tahun lalu","NAMANYA DOANK EKSPRES,,,, SERVICE NYA LELET..!!! GAK DUA KALI PAKAI JASA KALIAN..!!!"
"Annacanss","1 bintang","3 tahun lalu","Ekpesidi dengan pelayanan tidak bagus"
"99service 99","5 bintang","5 tahun lalu","Pelayanan ok dan tempat ok,, bisa juga ambil barang sendiri...."
"FRILy","5 bintang","7 tahun lalu","Terima kasih Jnt Express. Pelayanan sangat memuaskan"
"Fadjrin 87","1 bintang","8 tahun lalu","Barangnya udah nyampe tpi gak d anter2"
"roy suwarno","3 bintang","4 tahun lalu","Telponnya ti da ak ada yg respon akhirnya langsung ke lokasi"
"Melisa Gosal","3 bintang","4 tahun lalu","Katanya 24 jam tpi sering dtg tutup"
"Laurens Kaseger","1 bintang","2 tahun lalu","Tutup kok ngga ada pemberitahuan"
"erwin achmad","4 bintang","8 tahun lalu","Pengiriman barang yg cepat dan tepat waktu"
"Kerikil Kehidupan","1 bintang","7 tahun lalu","Barang sudah sampai belum di antar"
"Christo Rolando","5 bintang","7 tahun lalu","Nyaman, org di dlm ramah2"
"Daniel Ko","5 bintang","5 tahun lalu","Paket cepat sampai dan dalam kondisi baik"
"Pengajian Nusantara","1 bintang","2 tahun lalu","Pengiriman sangat lama."
"Law 30","1 bintang","2 tahun lalu","Barang lama sampe skrg"
"Lerry Manoppo","1 bintang","7 tahun lalu","Barang belum juga sampai hingga saat ini"
"Maysyani lky","1 bintang","2 tahun lalu","parah pke in ekspedisi 😑! …"
"erwin nurhamidin","4 bintang","8 tahun lalu","Pelayanan jemput sendirinya, bagus.. puas.."
"Gabrielle V","1 bintang","2 tahun lalu","Sudah tidak buka / pindah tempat"
"Yuliyanto Maliki","1 bintang","3 tahun lalu","No HP yang di taq pada link tidak aktif"
"Abie Im","4 bintang","Diedit 5 tahun lalu","boleh lah"
"Marlin Tuturoong","1 bintang","3 tahun lalu","Kurir terlelet+termalas didunia😅 …"
"Hizkia Mema","1 bintang","8 tahun lalu","Csnya kasar banget!!!!😤😤 …"
"Arthur Karambut","4 bintang","2 tahun lalu","Pengiriman cepat"
"bintan rahmi","3 bintang","7 tahun lalu","Parkir mobil krg memadai..."
"Papz","1 bintang","7 tahun lalu","Pertama dan terakhir sy pake ini jasa"
"sunwoo","1 bintang","2 tahun lalu","ekspedisi terburuk di sulut ☺️"
"Chacha Zi","1 bintang","2 tahun lalu","Pelayanan sangat sangat buruk"
"Willy Sambuaga","5 bintang","8 tahun lalu","Cepat sampai tujuan"
"Auliya Meilani","3 bintang","5 tahun lalu","Kantor j&t kecamatan apa ??"
"Lana Feo1403","5 bintang","4 tahun lalu","Tercepat pengantaran seluruh Dunia 😁😁😁😁😁 …"
"Nirmawati Tekol","5 bintang","2 tahun lalu","Mudah di dapat"
"Syahriani Rina","5 bintang","4 tahun lalu","Karyawannya ramah"
"gabriel emor","5 bintang","7 tahun lalu","Cmn tempat mengirim dan jasa mangantar"
"Zulkifli Tarimakase","5 bintang","3 tahun lalu","Baik pelayanan"
"Toca Boca Life World","2 bintang","4 tahun lalu","Pelayanan  cepat..."
"Jefry Felix","1 bintang","2 tahun lalu","Pelayanan kurang bagus"
"KELVIN GRAY LIONGAN","1 bintang","5 tahun lalu","Pelayanan sangat sangat Lambat."
"Ardi Raja Videos","1 bintang","5 tahun lalu","karyawan bekerja tanpa solusi"
"Republik Gorontalo Films","5 bintang","5 tahun lalu","Cepat namun lambat"
"Indah Pomantow","5 bintang","4 tahun lalu","Cepat dan pelayanan baik"
"Edward Dust","5 bintang","3 tahun lalu","Bagus pelayananya👍 …"
"Toip Muhammad","5 bintang","10 tahun lalu","EASY LIFE"
"Ramadhani","1 bintang","setahun lalu","Kurir pamalas !"
"Lutfi Eko Cahyono","4 bintang","6 tahun lalu","Pelayanan bagus"
"Novelson Mansoara","3 bintang","4 tahun lalu","Kurir tidak profesional"
"B","3 bintang","4 tahun lalu","Cukup bagu dan cepat"
"Muh Kamil Jafar N","4 bintang","4 tahun lalu","Sesuai maps"
"Titin Marlita","5 bintang","setahun lalu","Good"
"Christian Tri Putro Sojow","1 bintang","2 tahun lalu","TIDAK MEMBERIKAN SOLUSI"
"neomethor","5 bintang","3 tahun lalu","Mantap"
"DKV SMEKAR","3 bintang","7 tahun lalu","pengiriman cepat"
"Johanis Ronny Tamaheang","5 bintang","6 tahun lalu","Ambil kiriman"
"Christian Maringka","1 bintang","2 tahun lalu","ini alamat tidak di update"
"Lenta Fernando","4 bintang","5 tahun lalu","Bagus"
"Toar Pungus","1 bintang","5 tahun lalu","Kwalitas layanan buruk"
"Pipit Bastomi","5 bintang","6 tahun lalu","Asyik"
"Eucharisto Tomatala","5 bintang","8 tahun lalu","Yesss..."
"RMTUNA RAJAAMPAT","1 bintang","6 tahun lalu","Not Recommended, To Slow !"
"Afifa Asiradji","5 bintang","7 tahun lalu","Pengeriman cepat"
"Suriani Ani","1 bintang","2 tahun lalu","jelekkkk bgt"
"GIHON SULU","5 bintang","3 tahun lalu","Nice"
"Ando Similikiti","1 bintang","6 tahun lalu","Slow bad courier"
"eko paputungan","1 bintang","5 tahun lalu","Parah"
"Liam Ece","5 bintang","8 tahun lalu","Great"
"Fanly Stevan Lapian","5 bintang","7 tahun lalu","Loved"
"Hengki Kambey","3 bintang","6 tahun lalu","Not comfortable place"
"Achmad Sujaki (Jacky)","5 bintang","6 tahun lalu","Jasa pengiriman"
"Rudi Gunawan","5 bintang","8 tahun lalu","Servis baik"
"Juni Tampemawa","5 bintang","5 tahun lalu","""Home Sweet Home"""
"Aba Didi Kher","5 bintang","8 tahun lalu","Change addres"
"Lioris Panata","5 bintang","5 tahun lalu","Bagus"
"Fitry Lalele","1 bintang","2 tahun lalu","Enak ada kurir, tapi paketnya bagus, jadi harus bayar. Da wa pa dpe courier mar nda ja bls"
"Jaclin Awuy","5 bintang","8 tahun lalu","Bolehkah saya bertanya apakah saya bisa menggunakan J&T untuk mengambilnya sendiri? Di mana kantor yang akan Anda tuju?"
"Renaldo Marcellino","1 bintang","4 tahun lalu",""
"Louise Kandou","1 bintang","4 tahun lalu",""
"Hot Life","1 bintang","4 tahun lalu",""
"R W","1 bintang","4 tahun lalu",""
"Kristian Carolus","1 bintang","5 tahun lalu",""
"Frisky Rembet","1 bintang","3 tahun lalu","layanan kurir"
"Jowhary Vance Walukow","1 bintang","setahun lalu",""
"wulan maximilliana paulina pantouw","5 bintang","setahun lalu",""
"angie","1 bintang","setahun lalu",""
"Yefta Asyel","5 bintang","setahun lalu",""
"Brando Juley","1 bintang","2 tahun lalu",""
"Rifka Sumendap","5 bintang","2 tahun lalu",""
"roland Sibuea","1 bintang","2 tahun lalu",""
"Rion Muhammad Saidu","1 bintang","2 tahun lalu",""
"Andries Kawatak","5 bintang","2 tahun lalu",""
"junicko ranny","4 bintang","2 tahun lalu",""
"Dani Rocek","1 bintang","2 tahun lalu",""
"ricojago","5 bintang","2 tahun lalu",""
"Lita Irene","5 bintang","2 tahun lalu",""
"Junius Herling Kasumbala","5 bintang","2 tahun lalu",""
"Bernad De Clairvux","3 bintang","2 tahun lalu",""
"Nabilla Dinianty","1 bintang","3 tahun lalu",""
"lucky rau","5 bintang","3 tahun lalu",""
"Nurhafni Aprilia","5 bintang","3 tahun lalu",""
"Frincia Maki","4 bintang","3 tahun lalu",""
"Yunni S","1 bintang","3 tahun lalu",""
"Rendy Stewart Wajong","4 bintang","Diedit 3 tahun lalu",""
"Gerry Maningkas","5 bintang","3 tahun lalu",""
"Moctar Sembung","1 bintang","3 tahun lalu",""
"Zzz","4 bintang","3 tahun lalu",""
"Natalia Mangangantung","5 bintang","3 tahun lalu",""
"Gabby Laupa","5 bintang","3 tahun lalu",""
"Keyzia keyko zilla Pangerapan","5 bintang","3 tahun lalu",""
"ancik ganu","5 bintang","3 tahun lalu",""
"Danang Nugroho","5 bintang","3 tahun lalu",""
"Krisma Keresung","5 bintang","3 tahun lalu",""
"septian anin","1 bintang","3 tahun lalu",""
"Alfa R","1 bintang","3 tahun lalu",""
"Devilito Samel","1 bintang","3 tahun lalu",""
"Sely Marselina Adam","5 bintang","3 tahun lalu",""
"Marde Upa","5 bintang","3 tahun lalu",""
"Cheril rantung","5 bintang","3 tahun lalu",""
"Ica Dilapanga","4 bintang","3 tahun lalu",""
"prada apriliani","5 bintang","4 tahun lalu",""
"Frederik Dony Sangkia","1 bintang","4 tahun lalu",""
"Rendy Dwi Hendra Sanger","4 bintang","4 tahun lalu",""
"Kadek Yoga","5 bintang","4 tahun lalu",""
"Osye Pananginan","5 bintang","4 tahun lalu",""
"Wilson Rori","5 bintang","4 tahun lalu",""
"Steven Lie","5 bintang","4 tahun lalu",""
"Johan","1 bintang","4 tahun lalu",""
"Elvis Pangemanan","4 bintang","4 tahun lalu",""
"Keyna Amanta","5 bintang","4 tahun lalu",""
"Omar Rian","4 bintang","4 tahun lalu",""
"Welly Ponto","4 bintang","4 tahun lalu",""
"ian kakunsi","5 bintang","4 tahun lalu",""
"Ikhsan Langguhe","5 bintang","4 tahun lalu",""
"paath othe","5 bintang","4 tahun lalu",""
"Indy Winbi","5 bintang","4 tahun lalu",""
"Stefany J Pio","5 bintang","4 tahun lalu",""
"Melki Moningka","5 bintang","4 tahun lalu",""
"Michael Wijaya","5 bintang","4 tahun lalu",""
"Christian Dwi Jaya Polii Tibet","5 bintang","4 tahun lalu",""
"Juanrichi","5 bintang","4 tahun lalu",""
"Ivang Grammar","5 bintang","5 tahun lalu",""
"David Ngawi","4 bintang","5 tahun lalu",""
"Kevin Abraham Lang","5 bintang","5 tahun lalu",""
"Grace Chella","5 bintang","5 tahun lalu",""
"Jouns Lanes","5 bintang","5 tahun lalu",""
"Fitria Arifin","5 bintang","5 tahun lalu",""
"Masni Handayani Kinsal","3 bintang","5 tahun lalu",""
"Mahendra Clinton Boyoh","5 bintang","5 tahun lalu",""
"Abd. Razak Z. Salle","3 bintang","5 tahun lalu",""
"Escrava Alvina","1 bintang","5 tahun lalu",""
"Kevin Kaunang","3 bintang","5 tahun lalu",""
"Novel Wenur","1 bintang","5 tahun lalu",""
"ルスリ_LPK","1 bintang","5 tahun lalu",""
"Rosmiranti Kiai Demak","1 bintang","5 tahun lalu",""
"Estersndk _","5 bintang","5 tahun lalu",""
"Fahrul Laimbu","2 bintang","5 tahun lalu",""
"ezq randolph","1 bintang","5 tahun lalu",""
"coan gleny","4 bintang","5 tahun lalu",""
"Sanas Elisa","5 bintang","5 tahun lalu",""
"Magfirah252","1 bintang","5 tahun lalu",""
"Julyana Jo","5 bintang","5 tahun lalu",""
"stenly wewengkang","2 bintang","5 tahun lalu",""
"Immawan Malomis","5 bintang","6 tahun lalu",""
"Faras Basala","5 bintang","6 tahun lalu",""
"Pricillia Khosuma","1 bintang","6 tahun lalu",""
"Anita Koolang","1 bintang","6 tahun lalu",""
"Rinda Kasim","2 bintang","6 tahun lalu",""
"An An Kapojos","3 bintang","6 tahun lalu",""
"Prisc ST","1 bintang","6 tahun lalu",""
"Marwan Abubakar","5 bintang","6 tahun lalu",""
"JOHANES JUFRI","3 bintang","6 tahun lalu",""
"Muhammad refnaldi Tangoi","4 bintang","6 tahun lalu",""
"Dwee_ Afrianty","1 bintang","6 tahun lalu",""
"Aji Putra","1 bintang","6 tahun lalu",""
"Yakhin Pasanda","4 bintang","6 tahun lalu",""
"Novita Sundalangi","5 bintang","6 tahun lalu",""
"Yuanita Corianna","1 bintang","6 tahun lalu",""
"Jemmy Demitrius P","3 bintang","Diedit 6 tahun lalu",""
"Kenzie_ Rnh","5 bintang","7 tahun lalu",""
"Gadget New","5 bintang","7 tahun lalu",""
"Marsela Lumenta","5 bintang","7 tahun lalu",""
"Almira Syahrir","1 bintang","7 tahun lalu",""
"CHRIST J_n","5 bintang","7 tahun lalu",""
"Alsen Makapunas","5 bintang","7 tahun lalu",""
"Vitry Daeng Lompang","5 bintang","7 tahun lalu",""
"Siti Asmianti","5 bintang","7 tahun lalu",""
"Louise Cheriel","5 bintang","7 tahun lalu",""
"giant PATI","4 bintang","7 tahun lalu",""
"Himawari Studio","4 bintang","7 tahun lalu",""
"Timothy Yefimovich","4 bintang","8 tahun lalu",""
"Emelya Loho","3 bintang","8 tahun lalu",""
"The The","5 bintang","8 tahun lalu",""
"Riandy Tombeg","5 bintang","8 tahun lalu",""
"Ninong Nobita","5 bintang","8 tahun lalu",""
"Franco Mongkau","5 bintang","8 tahun lalu",""
"Forever Young","5 bintang","8 tahun lalu",""
"Nindy Gaib","5 bintang","8 tahun lalu",""
"Herry Djafar","3 bintang","8 tahun lalu",""
"rahel karisoh","3 bintang","8 tahun lalu",""
"Alan Kotamobagu","4 bintang","8 tahun lalu",""
"Arri Kawulusan","5 bintang","9 tahun lalu",""
