Name,Rating,Time,Review Text
"Landrina Sembel","5 bintang","3 tahun lalu",""
"PREYCIA DEBORA LUKOW","2 bintang","3 tahun lalu",""
"Jouns Lanes","5 bintang","3 tahun lalu",""
"giant PATI","4 bintang","3 tahun lalu",""
"Stefie Pesik","3 bintang","3 tahun lalu",""
"jay wisnu","4 bintang","3 tahun lalu",""
"Dodi hendra","2 bintang","3 tahun lalu",""
"Ken","5 bintang","3 tahun lalu",""
"Ryanz","5 bintang","3 tahun lalu",""
"Andra purwanto03","1 bintang","3 tahun lalu",""
"Billy Wuwungan","4 bintang","3 tahun lalu",""
"Jae Ian","4 bintang","3 tahun lalu",""
"gerald lilian","2 bintang","3 tahun lalu",""
"Reyner Walewangko","5 bintang","3 tahun lalu",""
"Olviana Tangkilisan","1 bintang","3 tahun lalu",""
"Lionel Karundeng","5 bintang","3 tahun lalu",""
"Yane Mandena","1 bintang","4 tahun lalu",""
"Arty Yeet","1 bintang","4 tahun lalu",""
"Gabrilia Potu","5 bintang","4 tahun lalu",""
"Hendry Balangasan","5 bintang","4 tahun lalu",""
"Paulus roni Marthin","4 bintang","6 tahun lalu",""
"Yone Tresha Atara, S. Sos","1 bintang","6 tahun lalu",""
"Mei","3 bintang","6 tahun lalu",""
